iter	Logloss
364	0.5462562939
365	0.5460856397
366	0.5459875991
367	0.5458699534
368	0.5458139573
369	0.5457578952
370	0.545626351
371	0.545568752
372	0.5454888576
373	0.5453884502
374	0.5452641924
375	0.5451043393
376	0.544914116
377	0.5448240658
378	0.5446773422
379	0.5446346517
380	0.5445419631
381	0.5444253916
382	0.544384366
383	0.5442452862
384	0.544118212
385	0.5440183706
386	0.5439706107
387	0.543886343
388	0.5437913183
389	0.5437560001
390	0.5437373796
391	0.5436698104
392	0.5435862522
393	0.5435196977
394	0.5433864378
395	0.5433491497
396	0.5431750301
397	0.5430169989
398	0.542933504
399	0.5428732824
400	0.5428028289
401	0.5427716801
402	0.5427316551
403	0.5425984614
404	0.5424671374
405	0.5424106379
406	0.5423600616
407	0.5422792993
408	0.5421685512
409	0.5419579941
410	0.5418262072
411	0.5417684072
412	0.5417062878
413	0.5416093562
414	0.5414311405
415	0.5412543099
416	0.5411881265
417	0.5410705162
418	0.5408962187
419	0.5408428716
420	0.54073453
421	0.5406325135
422	0.5405583083
423	0.5403919769
424	0.5402278319
425	0.5401434638
426	0.5400252802
427	0.5399699759
428	0.5399121722
429	0.5398549504
430	0.539675976
431	0.5396184884
432	0.5395506444
433	0.5394889491
434	0.5393882565
435	0.5393319715
436	0.539173675
437	0.5390580464
438	0.5389259338
439	0.5388757618
440	0.5388373422
441	0.5387786504
442	0.5387047998
443	0.5386428904
444	0.5385891204
445	0.5385465355
446	0.5384236082
447	0.5383871451
448	0.5383334238
449	0.5382787225
450	0.5381395753
451	0.5380735724
452	0.537950908
453	0.5378388141
454	0.5378143357
455	0.5377532684
456	0.5377375642
457	0.5376353718
458	0.5375465166
459	0.5374913324
460	0.5374424788
461	0.5372391572
462	0.537143798
463	0.5370688539
464	0.53694612
465	0.5368784322
466	0.5368231814
467	0.5367501495
468	0.536713193
469	0.5366647838
470	0.5366253543
471	0.5365520107
472	0.5364857366
473	0.5364464733
474	0.536394865
475	0.5362535462
476	0.5361974327
477	0.5360691101
478	0.5359617673
479	0.5359270302
480	0.5358765895
481	0.5357677485
482	0.5357192749
483	0.5355395698
484	0.5352652068
485	0.5351909717
486	0.5351452553
487	0.5350677456
488	0.5349767189
489	0.5348516714
490	0.5347551016
491	0.534700473
492	0.5346635662
493	0.5346197429
494	0.5344866372
495	0.5343224653
496	0.5342109603
497	0.5341687841
498	0.5341010959
499	0.5339450964
500	0.5339097189
501	0.5338565985
502	0.5338149957
503	0.5336524107
504	0.5335558105
505	0.5333881643
506	0.5332790384
507	0.5332212145
508	0.533132893
509	0.5330364035
510	0.532959925
511	0.5328689812
512	0.5328516018
513	0.5327851695
514	0.5327413524
515	0.5326925784
516	0.5325950393
517	0.5325143965
518	0.5323877702
519	0.5322858211
520	0.5322677406
521	0.5322041632
522	0.5321671281
523	0.5321001918
524	0.5320337884
525	0.5318942149
526	0.5318349961
527	0.5317079076
528	0.5316454591
529	0.5315481651
530	0.5315025525
531	0.5314390308
532	0.5313546434
533	0.5312586106
534	0.5311498238
535	0.5310543715
536	0.5310014273
537	0.5308882998
538	0.5308114301
539	0.5307693687
540	0.5306778682
541	0.5305848125
542	0.5305142297
543	0.5304600045
544	0.5303512156
545	0.5303311307
546	0.530307851
547	0.530169542
548	0.5299677218
549	0.5299610665
550	0.52992071
551	0.529765955
552	0.5296783168
553	0.5296271965
554	0.5296073895
555	0.5294368997
556	0.5293863255
557	0.5292899387
558	0.5292612983
559	0.5291802286
560	0.5290668014
561	0.5289595895
562	0.5288615021
563	0.5287900536
564	0.5287058128
565	0.5286292796
566	0.5285793526
567	0.5284998965
568	0.5284802982
569	0.5284334073
570	0.5283968725
571	0.5283468003
572	0.5282906346
573	0.5281951254
574	0.5281452757
575	0.5280803731
576	0.5280682791
577	0.5280137552
578	0.5279638996
579	0.5279024366
580	0.5278582586
581	0.5277445082
582	0.5276921079
583	0.5275858948
584	0.5275306818
585	0.5274950588
586	0.5273379444
587	0.5272720049
588	0.5272209617
589	0.5271422934
590	0.5269805683
591	0.5269337216
592	0.5268412812
593	0.5268023386
594	0.5267170003
595	0.5266228682
596	0.5265864499
597	0.52654212
598	0.5264803407
599	0.526374235
600	0.5262943385
601	0.5262103201
602	0.5261330971
603	0.5260960624
604	0.5259661511
605	0.5258265597
606	0.525757858
607	0.5257436603
608	0.5257133269
609	0.5256123309
610	0.5254498972
611	0.5253629321
612	0.5252848419
613	0.5252048603
614	0.5251702098
615	0.5250889054
616	0.5248854733
617	0.5248423343
618	0.5247406374
619	0.5245982125
620	0.5245161278
621	0.5244006506
622	0.5243147446
623	0.5242764004
624	0.524202363
625	0.5241106215
626	0.5240476087
627	0.5239580308
628	0.523881947
629	0.5238729573
630	0.5237034084
631	0.5236451508
632	0.523459083
633	0.5234355836
634	0.5232713109
635	0.5232010589
636	0.5230621511
637	0.5230374272
638	0.5229555023
639	0.5228739401
640	0.5227970872
641	0.5227817444
642	0.5226638111
643	0.5225710738
644	0.5224759008
645	0.5224104253
646	0.522385753
647	0.5222567329
648	0.52210074
649	0.5219890047
650	0.52187434
651	0.5218011282
652	0.521626417
653	0.5215004605
654	0.5214517176
655	0.5212578237
656	0.5211916649
657	0.5210913727
658	0.5210338134
659	0.5209771686
660	0.5209078914
661	0.52081629
662	0.5207691917
663	0.5207470871
664	0.5206951076
665	0.5206135751
666	0.5205339171
667	0.52046087
668	0.5203681444
669	0.5201628538
670	0.5200285507
671	0.5199259745
672	0.5197891604
673	0.5197352964
674	0.5196887199
675	0.5196240289
676	0.5195826241
677	0.5195518648
678	0.5194908107
679	0.5194501165
680	0.5194041773
681	0.5193628634
682	0.5192823252
683	0.519235063
684	0.5190666308
685	0.5190378545
686	0.5190104313
687	0.5188706576
688	0.5188175139
689	0.5187287677
690	0.5186199499
691	0.5185083683
692	0.5184416373
693	0.5184246544
694	0.5182083743
695	0.5180677795
696	0.5179978483
697	0.517930884
698	0.5178740491
699	0.5178338761
700	0.5177863224
701	0.5177020982
702	0.5175730513
703	0.5174417497
704	0.517367526
705	0.5172707871
706	0.5172095387
707	0.5171383884
708	0.5171182421
709	0.5170853835
710	0.5168535896
711	0.5167971032
712	0.5167507712
713	0.516657886
714	0.5165372059
715	0.5164870459
716	0.516427669
717	0.516334314
718	0.5162705713
719	0.5162222482
720	0.5161271391
721	0.5160702874
722	0.5160237116
723	0.515961664
724	0.5159428847
725	0.5158689564
726	0.5158174801
727	0.5157834645
728	0.5156498022
729	0.5155320708
730	0.5153922225
731	0.5152557055
732	0.5151395813
733	0.5150350427
734	0.514908749
735	0.5148186799
736	0.514775199
737	0.5146988357
738	0.514576838
739	0.5143822244
740	0.5143381112
741	0.5142574547
742	0.5142087398
743	0.514181281
744	0.5140227924
745	0.5140082692
746	0.5138530235
747	0.5138143413
748	0.5137498662
749	0.5136709911
750	0.513528493
751	0.5135101656
752	0.5134294626
753	0.513268951
754	0.5131837496
755	0.5130718039
756	0.5129151859
757	0.5128287437
758	0.5127623453
759	0.5126959596
760	0.5126238963
761	0.5125263214
762	0.5124817682
763	0.51242451
764	0.5123916529
765	0.5123400929
766	0.5122144996
767	0.512198727
768	0.5121660574
769	0.5120929015
770	0.511989615
771	0.5119042573
772	0.5117969964
773	0.5117332997
774	0.5116708551
775	0.5115499487
776	0.5114756156
777	0.5113855695
778	0.511230414
779	0.5111799538
780	0.5111111038
781	0.5110123367
782	0.510945185
783	0.5108746613
784	0.5107754092
785	0.510697137
786	0.5105610094
787	0.5105091579
788	0.5104300937
789	0.5103746644
790	0.5103073493
791	0.5102238881
792	0.5101877681
793	0.5101601453
794	0.5100653327
795	0.5100157906
796	0.5099183646
797	0.5098890281
798	0.5098305861
799	0.5098006975
800	0.5097526715
801	0.5096997485
802	0.5096315956
803	0.5095778668
804	0.5094889061
805	0.5094559601
806	0.5094248144
807	0.5093303294
808	0.5093111502
809	0.5092486715
810	0.5092126743
811	0.5091701214
812	0.5091345665
813	0.5090838442
814	0.5089842548
815	0.5088716647
816	0.5088013402
817	0.5087490499
818	0.5086134883
819	0.5085775263
820	0.5084381109
821	0.5083470956
822	0.508288147
823	0.5082413844
824	0.508202258
825	0.5081551452
826	0.5081012985
827	0.5080354144
828	0.5079610947
829	0.5078796537
830	0.5078326905
